cluster_id, record_id
23541,A984883
23542,A928235
23545,A928238
23545,A969161
23546,A928239
23546,A982329
23546,A924346
23547,A928240
23547,A906503
23547,A966573
23551,A928244
23551,A956667
23551,A960802
23551,A972371
23554,A928247
23554,A934368
23554,A975002
23554,A985913
23559,A928252
23560,A928253
23561,A928254
23561,A932801
23562,A928255
23562,A929440
23562,A932034
23565,A928258
23567,A928260
23568,A928261
23569,A928262
23571,A928264
23574,A928267
23574,A953086
23575,A928268
23575,A976841
23575,A994617
23577,A928270
23578,A928271
23579,A928272
23580,A928273
23580,A932623
23588,A928281
23588,A938220
23588,A975526
23588,A980177
23588,A973764
23589,A928282
23591,A928284
23591,A941395
23593,A928286
23596,A928289
23597,A928290
23597,A953500
23597,A989675
23597,A958631
23599,A928292
23599,A967832
23600,A928293
23600,A934720
23603,A928296
23605,A928298
23607,A928300
23607,A998734
23607,A997301
23607,A989743
23608,A928301
23608,A940810
23608,A967179
23610,A928303
23611,A928304
23612,A928305
23612,A990371
23613,A928306
23614,A928307
23614,A980229
23614,A907767
23616,A928309
23616,A928793
23616,A952115
23616,A930007
23617,A928310
23618,A928311
23619,A928312
23619,A912264
23619,A998354
23621,A928314
23621,A940141
23623,A928316
23623,A948109
23624,A928317
23624,A954599
23624,A913230
23624,A994067
23626,A928319
23626,A966853
23626,A984301
23630,A928323
23633,A928326
23634,A928327
23635,A928328
23635,A964548
23635,A968801
23636,A928329
23637,A928330
23637,A928107
23637,A961961
23637,A948497
23637,A991232
23638,A928331
23640,A928333
23640,A919922
23641,A928334
23643,A928336
23646,A928339
23647,A928340
23649,A928342
23649,A981161
23652,A928345
23652,A993429
23654,A928347
23655,A928348
23656,A928349
23657,A928350
23659,A928352
23661,A928354
23662,A928355
23662,A966074
23663,A928356
23663,A936862
23663,A943487
23663,A965194
23663,A909613
23663,A994208
23664,A928357
23664,A951002
23664,A952077
23664,A934239
23664,A988897
23668,A928361
23669,A928362
23669,A950625
23669,A963747
23670,A928363
23670,A995759
23672,A928365
23672,A916217
23672,A980396
23672,A978215
23672,A993696
23672,A994350
23673,A928366
23675,A928368
23675,A989847
23676,A928369
23679,A928372
23679,A966590
23679,A997196
23680,A928373
23680,A942500
23680,A962858
23680,A976703
23680,A957542
23682,A928375
23683,A928376
23685,A928378
23685,A986040
23685,A933144
23686,A928379
23687,A928380
23688,A928381
23689,A928382
23689,A907753
23690,A928383
23690,A971484
23690,A934789
23691,A928384
23695,A928388
23695,A934759
23695,A924270
23696,A928389
23696,A986361
23696,A932779
23696,A938463
23696,A975456
23696,A980345
23697,A928390
23699,A928392
23699,A917434
23700,A928393
23700,A934405
23701,A928394
23703,A928396
23704,A928397
23704,A963113
23705,A928398
23705,A960511
23706,A928399
23708,A928401
23708,A987955
23709,A928402
23709,A952877
23709,A927820
23710,A928403
23710,A944009
23713,A928406
23714,A928407
23715,A928408
23721,A928414
23722,A928415
23722,A973534
23723,A928416
23724,A928417
23725,A928418
23725,A953621
23726,A928419
23727,A928420
23728,A928421
23729,A928422
23729,A966471
23730,A928423
23731,A928424
23731,A940041
23734,A928427
23734,A928905
23735,A928428
23738,A928431
23738,A970310
23739,A928432
23740,A928433
23742,A928435
23742,A994544
23743,A928436
23743,A992462
23743,A972884
23744,A928437
23745,A928438
23746,A928439
23746,A984000
23746,A980126
23747,A928440
23747,A930591
23747,A954040
23747,A975215
23750,A928443
23750,A982872
23751,A928444
23751,A954467
23754,A928447
23755,A928448
23755,A950441
23757,A928450
23760,A928453
23760,A981084
23760,A945543
23764,A928457
23764,A993658
23765,A928458
23765,A957618
23768,A928461
23769,A928462
23772,A928465
23772,A963784
23772,A914979
23772,A946421
23773,A928466
23774,A928467
23775,A928468
23776,A928469
23776,A936399
23779,A928472
23779,A907281
23780,A928473
23781,A928474
23782,A928475
23784,A928477
23785,A928478
23785,A985802
23786,A928479
23787,A928480
23787,A926397
23787,A927104
23787,A930554
23787,A961869
23787,A967822
23787,A969381
23787,A965462
23788,A928481
23788,A935821
23788,A945123
23788,A922698
23789,A928482
23789,A942580
23791,A928484
23792,A928485
23793,A928486
23793,A989904
23793,A973102
23795,A928488
23797,A928490
23799,A928492
23799,A905805
23799,A998730
23801,A928494
23802,A928495
23804,A928497
23804,A957398
23805,A928498
23807,A928500
23807,A991330
23807,A928982
23807,A972876
23807,A983676
23809,A928502
23810,A928503
23814,A928507
23817,A928510
23817,A927139
23817,A914367
23818,A928511
23818,A979910
23820,A928513
23822,A928515
23825,A928518
23826,A928519
23826,A946714
23826,A927656
23826,A996949
23826,A976317
23826,A955848
23826,A981646
23827,A928520
23827,A909693
23828,A928521
23829,A928522
23834,A928527
23836,A928529
23836,A937118
23837,A928530
23839,A928532
23841,A928534
23842,A928535
23842,A940362
23842,A956744
23842,A917507
23845,A928538
23846,A928539
23846,A974282
23846,A906584
23847,A928540
23848,A928541
23848,A954816
23851,A928544
23853,A928546
23853,A953870
23853,A939769
23853,A984928
23854,A928547
23854,A931923
23855,A928548
23857,A928550
23857,A941526
23857,A961308
23857,A905726
23858,A928551
23860,A928553
23861,A928554
23861,A959088
23861,A962905
23861,A928313
23869,A928562
23869,A998759
23869,A969065
23870,A928563
23871,A928564
23873,A928566
23873,A929727
23874,A928567
23874,A988692
23874,A944351
23876,A928569
23880,A928573
23884,A928577
23886,A928579
23889,A928582
23889,A997786
23889,A966228
23890,A928583
23890,A919568
23894,A928587
23894,A921577
23894,A907356
23894,A923476
23894,A964144
23894,A973682
23894,A965067
23896,A928589
23896,A944592
23896,A988903
23899,A928592
23899,A975149
23900,A928593
23908,A928601
23908,A957019
23908,A959298
23910,A928603
23910,A976445
23913,A928606
23913,A918653
23913,A983173
23913,A929034
23913,A993323
23913,A933160
23913,A926184
23913,A986503
23913,A905656
23915,A928608
23915,A935629
23915,A943018
23915,A945670
23915,A962204
23915,A910400
23915,A968129
23917,A928610
23917,A982869
23918,A928611
23919,A928612
23919,A948624
23919,A996136
23919,A992238
23920,A928613
23920,A912246
23920,A923423
23920,A986391
23922,A928615
23922,A970086
23923,A928616
23927,A928620
23928,A928621
23929,A928622
23931,A928624
23932,A928625
23933,A928626
23934,A928627
23935,A928628
23935,A952747
23935,A988711
23935,A991244
23936,A928629
23937,A928630
23938,A928631
23938,A956224
23939,A928632
23939,A961294
23940,A928633
23943,A928636
23945,A928638
23946,A928639
23946,A968021
23947,A928640
23948,A928641
23953,A928646
23953,A907619
23953,A910580
23953,A985960
23953,A987759
23956,A928649
23957,A928650
23957,A958732
23958,A928651
23959,A928652
23959,A945349
23960,A928653
23962,A928655
23963,A928656
23963,A965218
23969,A928662
23970,A928663
23970,A954531
23970,A991545
23970,A997824
23973,A928666
23973,A908838
23973,A986604
23974,A928667
23974,A921460
23979,A928672
23979,A943793
23980,A928673
23981,A928674
23982,A928675
23982,A912774
23982,A986932
23984,A928677
23984,A930924
23984,A978282
23985,A928678
23988,A928681
23989,A928682
23989,A932710
23989,A936739
23989,A980381
23991,A928684
23992,A928685
23993,A928686
23994,A928687
23998,A928691
23998,A958271
23998,A956111
23998,A972348
23998,A908567
24000,A928693
24004,A928697
24006,A928699
24007,A928700
24007,A910200
24009,A928702
24010,A928703
24010,A982823
24011,A928704
24013,A928706
24016,A928709
24019,A928712
24019,A943505
24019,A943541
24019,A954279
24019,A961036
24019,A972547
24019,A926579
24019,A982722
24019,A950169
24019,A937637
24019,A909227
24019,A905983
24019,A967900
24019,A939679
24019,A984416
24019,A945715
24019,A915151
24019,A957192
24019,A991914
24019,A925315
24019,A985394
24019,A982655
24019,A994897
24019,A922536
24019,A927864
24019,A993816
24019,A960722
24021,A928714
24021,A961155
24021,A963288
24023,A928716
24023,A929971
24025,A928718
24028,A928721
24029,A928722
24030,A928723
24030,A992766
24030,A983252
24035,A928728
24038,A928731
24039,A928732
24041,A928734
24041,A980610
24042,A928735
24043,A928736
24044,A928737
24047,A928740
24047,A981059
24047,A943575
24047,A996879
24049,A928742
24050,A928743
24050,A954069
24050,A904972
24052,A928745
24057,A928750
24057,A978584
24059,A928752
24059,A938262
24060,A928753
24060,A966542
24060,A971029
24061,A928754
24062,A928755
24065,A928758
24065,A949110
24065,A967304
24066,A928759
24066,A919514
24069,A928762
24072,A928765
24074,A928767
24074,A977543
24076,A928769
24077,A928770
24079,A928772
24080,A928773
24081,A928774
24081,A943399
24081,A911039
24081,A960114
24082,A928775
24082,A994318
24082,A995160
24082,A924246
24083,A928776
24085,A928778
24086,A928779
24086,A906097
24086,A921862
24086,A920529
24086,A917819
24086,A944675
24086,A959289
24088,A928781
24088,A911212
24088,A928202
24088,A983715
24088,A972110
24089,A928782
24089,A919427
24090,A928783
24090,A972357
24090,A931229
24090,A940882
24090,A947441
24092,A928785
24092,A936322
24092,A969672
24092,A922896
24094,A928787
24096,A928789
24097,A928790
24097,A912493
24097,A931574
24097,A990963
24097,A977434
24099,A928792
24103,A928796
24103,A974684
24104,A928797
24105,A928798
24107,A928800
24109,A928802
24110,A928803
24111,A928804
24112,A928805
24113,A928806
24113,A924874
24114,A928807
24115,A928808
24116,A928809
24122,A928815
24122,A912745
24123,A928816
24123,A931158
24125,A928818
24125,A966057
24126,A928819
24126,A980082
24128,A928821
24129,A928822
24130,A928823
24130,A938333
24130,A985568
24130,A931694
24133,A928826
24133,A933857
24133,A978695
24134,A928827
24135,A928828
24135,A926554
24135,A948678
24135,A970393
24136,A928829
24136,A935664
24136,A938603
24137,A928830
24138,A928831
24139,A928832
24139,A909025
24139,A947583
24140,A928833
24141,A928834
24142,A928835
24143,A928836
24144,A928837
24145,A928838
24145,A971236
24146,A928839
24148,A928841
24148,A913823
24148,A923585
24149,A928842
24149,A957867
24149,A968371
24150,A928843
24151,A928844
24152,A928845
24154,A928847
24156,A928849
24157,A928850
24157,A906650
24158,A928851
24158,A940112
24160,A928853
24162,A928855
24162,A997601
24162,A904996
24163,A928856
24164,A928857
24165,A928858
24165,A960807
24165,A989452
24166,A928859
24166,A929364
24167,A928860
24167,A970985
24168,A928861
24172,A928865
24172,A971146
24172,A990455
24174,A928867
24175,A928868
24177,A928870
24178,A928871
24179,A928872
24179,A985563
24179,A957463
24179,A983735
24179,A911045
24180,A928873
24180,A940927
24182,A928875
24184,A928877
24184,A928122
24185,A928878
24187,A928880
24187,A931651
24187,A948029
24187,A942894
24188,A928881
24188,A966559
24190,A928883
24191,A928884
24192,A928885
24193,A928886
24196,A928889
24197,A928890
24198,A928891
24198,A984423
24198,A935832
24199,A928892
24206,A928899
24207,A928900
24207,A908637
24207,A965014
24207,A907125
24208,A928901
24210,A928903
24211,A928904
24215,A928908
24215,A963287
24215,A975376
24215,A978062
24216,A928909
24216,A907745
24216,A940602
24216,A938651
24216,A961272
24216,A992464
24216,A997369
24216,A924286
24216,A991777
24217,A928910
24219,A928912
24219,A949367
24222,A928915
24223,A928916
24224,A928917
24225,A928918
24225,A985818
24225,A988885
24226,A928919
24227,A928920
24227,A984498
24228,A928921
24228,A939728
24228,A945236
24228,A993076
24229,A928922
24229,A966046
24230,A928923
24231,A928924
24232,A928925
24234,A928927
24235,A928928
24237,A928930
24237,A998849
24237,A997584
24239,A928932
24239,A923374
24240,A928933
24241,A928934
24242,A928935
24243,A928936
24243,A955369
24243,A911062
24243,A931389
24245,A928938
24245,A950205
24245,A940472
24245,A963417
24245,A975001
24245,A991598
24245,A955866
24246,A928939
24246,A924102
24249,A928942
24249,A976722
24253,A928946
24253,A935329
24253,A905288
24253,A968482
24254,A928947
24254,A962811
24255,A928948
24257,A928950
24257,A963911
24257,A938694
24261,A928954
24263,A928956
24264,A928957
24267,A928960
24268,A928961
24271,A928964
24271,A955794
24271,A965510
24271,A933883
24272,A928965
24272,A949317
24274,A928967
24274,A931205
24278,A928971
24279,A928972
24281,A928974
24282,A928975
24282,A961429
24291,A928984
24291,A961130
24291,A963454
24292,A928985
24292,A979469
24292,A990048
24295,A928988
24297,A928990
24297,A972182
24297,A983979
24297,A915183
24297,A957763
24298,A928991
24298,A964266
24298,A986419
24299,A928992
24300,A928993
24300,A959125
24301,A928994
24301,A907140
24301,A988218
24302,A928995
24303,A928996
24304,A928997
24304,A950370
24304,A975703
24304,A953497
24305,A928998
24305,A907814
24306,A928999
24307,A929000
24308,A929001
24308,A947797
24308,A954506
24308,A987907
24309,A929002
24310,A929003
24310,A953696
24313,A929006
24314,A929007
24314,A922579
24314,A985231
24314,A989403
24315,A929008
24315,A942432
24315,A994373
24318,A929011
24318,A977447
24318,A956047
24318,A966723
24318,A983698
24318,A950430
24319,A929012
24320,A929013
24321,A929014
24322,A929015
24325,A929018
24325,A931138
24325,A908633
24325,A964118
24326,A929019
24327,A929020
24327,A973289
24327,A978913
24327,A972738
24330,A929023
24331,A929024
24331,A955936
24332,A929025
24334,A929027
24335,A929028
24335,A994649
24336,A929029
24336,A909354
24336,A926775
24336,A925061
24336,A943702
24337,A929030
24337,A962217
24338,A929031
24340,A929033
24342,A929035
24342,A930589
24342,A988428
24342,A985421
24343,A929036
24343,A917072
24343,A978292
24343,A985658
24343,A929570
24346,A929039
24347,A929040
24348,A929041
24348,A934332
24349,A929042
24351,A929044
24352,A929045
24353,A929046
24354,A929047
24354,A970121
24356,A929049
24357,A929050
24357,A971541
24357,A981980
24357,A997964
24360,A929053
24364,A929057
24364,A966408
24364,A934442
24364,A995981
24365,A929058
24365,A952771
24365,A974683
24365,A905886
24366,A929059
24368,A929061
24368,A963051
24368,A956212
24368,A933695
24369,A929062
24371,A929064
24372,A929065
24373,A929066
24373,A947806
24376,A929069
24376,A985959
24377,A929070
24379,A929072
24382,A929075
24384,A929077
24384,A959568
24385,A929078
24386,A929079
24386,A950094
24386,A981245
24390,A929083
24390,A935960
24390,A991221
24390,A984456
24391,A929084
24391,A914362
24392,A929085
24392,A923856
24392,A907391
24393,A929086
24393,A985327
24393,A989914
24395,A929088
24395,A993870
24395,A913081
24395,A930886
24396,A929089
24397,A929090
24398,A929091
24398,A920346
24400,A929093
24400,A977616
24403,A929096
24403,A942261
24403,A916296
24404,A929097
24405,A929098
24406,A929099
24409,A929102
24410,A929103
24410,A919007
24410,A950763
24411,A929104
24413,A929106
24413,A934866
24413,A977493
24416,A929109
24417,A929110
24417,A937051
24417,A961587
24417,A966739
24417,A953260
24418,A929111
24418,A921626
24418,A945865
24418,A956953
24420,A929113
24420,A954298
24423,A929116
24423,A909327
24423,A942793
24423,A957719
24423,A942150
24424,A929117
24424,A987744
24425,A929118
24426,A929119
24427,A929120
24430,A929123
24430,A915675
24432,A929125
24433,A929126
24433,A996542
24436,A929129
24438,A929131
24438,A938595
24440,A929133
24441,A929134
24443,A929136
24443,A910935
24443,A984180
24444,A929137
24445,A929138
24445,A939385
24447,A929140
24447,A927848
24447,A937091
24448,A929141
24449,A929142
24452,A929145
24452,A975983
24452,A980476
24453,A929146
24453,A986524
24459,A929152
24460,A929153
24460,A984539
24462,A929155
24463,A929156
24469,A929162
24473,A929166
24475,A929168
24475,A931294
24475,A969535
24476,A929169
24476,A956569
24476,A965977
24478,A929171
24480,A929173
24481,A929174
24481,A995561
24482,A929175
24483,A929176
24483,A904723
24483,A927303
24485,A929178
24485,A976786
24485,A967858
24486,A929179
24487,A929180
24487,A954461
24487,A969929
24488,A929181
24488,A983383
24491,A929184
24491,A934348
24491,A942719
24494,A929187
24494,A935457
24497,A929190
24497,A990679
24498,A929191
24498,A927223
24499,A929192
24499,A991440
24499,A998540
24500,A929193
24500,A991487
24503,A929196
24505,A929198
24507,A929200
24507,A956847
24507,A977135
24509,A929202
24509,A949756
24510,A929203
24511,A929204
24513,A929206
24514,A929207
24515,A929208
24515,A991311
24515,A907595
24516,A929209
24517,A929210
24517,A911026
24519,A929212
24519,A987203
24520,A929213
24520,A953667
24521,A929214
24522,A929215
24522,A991755
24524,A929217
24524,A950513
24524,A996508
24524,A936644
24524,A926572
24524,A973793
24526,A929219
24527,A929220
24530,A929223
24533,A929226
24534,A929227
24540,A929233
24540,A997788
24541,A929234
24543,A929236
24545,A929238
24547,A929240
24548,A929241
24548,A955314
24548,A962267
24548,A982798
24549,A929242
24550,A929243
24552,A929245
24552,A905218
24552,A936945
24552,A933281
24553,A929246
24553,A979486
24554,A929247
24554,A974105
24554,A904769
24555,A929248
24560,A929253
24561,A929254
24562,A929255
24563,A929256
24563,A960646
24563,A970345
24563,A976909
24564,A929257
24566,A929259
24567,A929260
24567,A920355
24567,A928926
24568,A929261
24571,A929264
24571,A972148
24571,A963081
24571,A996759
24571,A991625
24572,A929265
24572,A988209
24572,A920536
24572,A931085
24573,A929266
24574,A929267
24576,A929269
24576,A934343
24576,A960256
24577,A929270
24577,A988359
24578,A929271
24580,A929273
24580,A952311
24581,A929274
24581,A905048
24582,A929275
24582,A952836
24583,A929276
24584,A929277
24586,A929279
24587,A929280
24587,A964738
24589,A929282
24590,A929283
24590,A960408
24590,A955412
24591,A929284
24592,A929285
24593,A929286
24593,A990914
24598,A929291
24598,A977217
24599,A929292
24600,A929293
24603,A929296
24603,A993609
24604,A929297
24604,A953659
24604,A956695
24604,A964454
24605,A929298
24605,A941389
24606,A929299
24606,A933026
24606,A954027
24606,A936261
24606,A951168
24607,A929300
24607,A969221
24607,A992679
24609,A929302
24609,A928528
24609,A975663
24610,A929303
24611,A929304
24615,A929308
24617,A929310
24618,A929311
24619,A929312
24620,A929313
24621,A929314
24623,A929316
24624,A929317
24626,A929319
24627,A929320
24631,A929324
24631,A965044
24631,A981731
24631,A993408
24634,A929327
24636,A929329
24637,A929330
24638,A929331
24638,A985990
24640,A929333
24641,A929334
24642,A929335
24642,A910683
24643,A929336
24643,A912036
24643,A953239
24644,A929337
24644,A942200
24649,A929342
24650,A929343
24650,A918350
24651,A929344
24652,A929345
24652,A974733
24653,A929346
24654,A929347
24655,A929348
24656,A929349
24656,A906532
24657,A929350
24657,A987524
24659,A929352
24660,A929353
24660,A952586
24660,A959860
24660,A965446
24662,A929355
24664,A929357
24668,A929361
24668,A911306
24668,A914011
24669,A929362
24669,A992200
24669,A956773
24672,A929365
24673,A929366
24674,A929367
24679,A929372
24679,A989897
24684,A929377
24685,A929378
24685,A965385
24685,A996376
24687,A929380
24688,A929381
24688,A986644
24688,A989299
24688,A944497
24693,A929386
24693,A953235
24696,A929389
24698,A929391
24701,A929394
24702,A929395
24702,A947362
24702,A938569
24702,A992927
24703,A929396
24704,A929397
24706,A929399
24706,A912746
24706,A940320
24706,A989315
24706,A947353
24707,A929400
24707,A935519
24707,A987859
24707,A969578
24708,A929401
24708,A943117
24708,A957038
24711,A929404
24712,A929405
24714,A929407
24714,A949271
24715,A929408
24716,A929409
24718,A929411
24718,A988485
24718,A986477
24719,A929412
24719,A928676
24719,A930696
24719,A954608
24720,A929413
24720,A970142
24721,A929414
24721,A983729
24724,A929417
24726,A929419
24727,A929420
24728,A929421
24728,A991538
24728,A939316
24729,A929422
24729,A972956
24732,A929425
24732,A942062
24732,A942410
24733,A929426
24733,A904947
24733,A988022
24736,A929429
24737,A929430
24737,A996031
24739,A929432
24740,A929433
24741,A929434
24741,A934410
24742,A929435
24743,A929436
24743,A991368
24743,A984499
24743,A946040
24745,A929438
24746,A929439
24746,A964634
24746,A990445
24746,A944543
24751,A929444
24752,A929445
24752,A920431
24753,A929446
24755,A929448
24755,A938555
24755,A970485
24756,A929449
24757,A929450
24758,A929451
24762,A929455
24762,A995664
24765,A929458
24767,A929460
24768,A929461
24770,A929463
24770,A952726
24770,A958238
24770,A940729
24773,A929466
24774,A929467
24776,A929469
24777,A929470
24777,A969088
24778,A929471
24783,A929476
24786,A929479
24786,A967004
24786,A995874
24786,A962428
24787,A929480
24789,A929482
24794,A929487
24794,A940226
24794,A968268
24796,A929489
24798,A929491
24798,A934248
24798,A990221
24803,A929496
24803,A941615
24803,A984127
24804,A929497
24804,A982471
24806,A929499
24806,A988286
24807,A929500
24808,A929501
24809,A929502
24810,A929503
24811,A929504
24811,A942039
24811,A923050
24811,A937218
24813,A929506
24814,A929507
24815,A929508
24816,A929509
24818,A929511
24818,A947266
24820,A929513
24820,A973540
24821,A929514
24822,A929515
24823,A929516
24824,A929517
24824,A985467
24825,A929518
24829,A929522
24829,A967421
24831,A929524
24831,A933559
24831,A991819
24831,A995094
24832,A929525
24833,A929526
24833,A936511
24836,A929529
24838,A929531
24838,A981768
24838,A955560
24839,A929532
24840,A929533
24840,A911842
24840,A910927
24840,A940419
24840,A943397
24840,A966762
24840,A996130
24840,A991678
24844,A929537
24845,A929538
24845,A939226
24845,A954782
24845,A994141
24845,A948369
24846,A929539
24846,A948144
24846,A970123
24846,A993731
24847,A929540
24847,A963573
24848,A929541
24850,A929543
24852,A929545
24852,A914452
24852,A947667
24856,A929549
24856,A944690
24858,A929551
24858,A965001
24858,A916075
24858,A990726
24860,A929553
24861,A929554
24861,A920461
24862,A929555
24863,A929556
24863,A970680
24863,A917856
24864,A929557
24867,A929560
24869,A929562
24869,A980627
24871,A929564
24873,A929566
24873,A912159
24874,A929567
24875,A929568
24875,A974825
24875,A982991
24878,A929571
24879,A929572
24880,A929573
24881,A929574
24881,A973603
24882,A929575
24884,A929577
24884,A909119
24888,A929581
24892,A929585
24899,A929592
24899,A948951
24901,A929594
24902,A929595
24905,A929598
24906,A929599
24906,A931938
24906,A953447
24906,A993878
24906,A941187
24906,A929360
24907,A929600
24911,A929604
24914,A929607
24918,A929611
24919,A929612
24919,A930732
24919,A920047
24919,A945309
24920,A929613
24920,A940823
24920,A958605
24920,A938402
24920,A938667
24920,A907564
24923,A929616
24927,A929620
24927,A912180
24927,A975140
24928,A929621
24928,A973027
24928,A996190
24928,A941536
24930,A929623
24930,A943876
24935,A929628
24935,A921652
24937,A929630
24937,A988515
24939,A929632
24939,A949459
24939,A910097
24939,A909520
24940,A929633
24941,A929634
24942,A929635
24942,A966415
24942,A953544
24946,A929639
24946,A930349
24946,A972749
24947,A929640
24947,A954433
24947,A977920
24949,A929642
24950,A929643
24951,A929644
24952,A929645
24952,A946050
24953,A929646
24954,A929647
24956,A929649
24956,A988869
24959,A929652
24959,A979365
24960,A929653
24960,A994105
24960,A968802
24960,A930948
24961,A929654
24962,A929655
24962,A951004
24964,A929657
24964,A998090
24965,A929658
24967,A929660
24968,A929661
24969,A929662
24970,A929663
24970,A992396
24970,A937513
24970,A986573
24976,A929669
24976,A969245
24976,A996043
24976,A905349
24976,A926375
24976,A955977
24976,A988246
24976,A938617
24976,A960928
24976,A978830
24979,A929672
24983,A929676
24984,A929677
24984,A995223
24984,A964952
24986,A929679
24992,A929685
24992,A982432
24992,A940854
24993,A929686
24995,A929688
24995,A960173
24995,A969884
24997,A929690
24997,A949469
24998,A929691
24998,A954836
24998,A966299
24998,A973124
24998,A982750
24999,A929692
25001,A929694
25001,A914072
25004,A929697
25007,A929700
25007,A964494
25008,A929701
25008,A966146
25009,A929702
25009,A934893
25009,A950246
25009,A950913
25009,A933042
25010,A929703
25011,A929704
25011,A934499
25012,A929705
25012,A915628
25012,A978021
25014,A929707
25015,A929708
25015,A930865
25015,A941419
25015,A975763
25016,A929709
25016,A973345
25016,A960677
25018,A929711
25019,A929712
25019,A973553
25022,A929715
25024,A929717
25024,A943914
25025,A929718
25029,A929722
25030,A929723
25031,A929724
25033,A929726
25033,A933611
25035,A929728
25036,A929729
25037,A929730
25038,A929731
25038,A969386
25038,A962248
25038,A981937
25038,A989340
25038,A937615
25038,A907558
25039,A929732
25040,A929733
25041,A929734
25042,A929735
25043,A929736
25045,A929738
25045,A990427
25046,A929739
25046,A976368
25047,A929740
25047,A927844
25053,A929746
25054,A929747
25055,A929748
25057,A929750
25057,A976140
25057,A996673
25058,A929751
25058,A929771
25060,A929753
25060,A951590
25064,A929757
25064,A904917
25064,A956464
25065,A929758
25066,A929759
25066,A963083
25067,A929760
25067,A971139
25067,A977080
25067,A905036
25068,A929761
25068,A935764
25068,A973269
25069,A929762
25069,A959424
25069,A928429
25069,A965520
25070,A929763
25072,A929765
25072,A979657
25072,A990712
25072,A977015
25073,A929766
25073,A929617
25074,A929767
25075,A929768
25075,A965146
25077,A929770
25079,A929772
25081,A929774
25085,A929778
25087,A929780
25087,A916064
25088,A929781
25088,A937586
25091,A929784
25092,A929785
25096,A929789
25096,A972552
25097,A929790
25102,A929795
25102,A951777
25102,A952878
25104,A929797
25104,A998058
25104,A981579
25104,A992988
25104,A913118
25105,A929798
25106,A929799
25108,A929801
25109,A929802
25110,A929803
25111,A929804
25117,A929810
25117,A954980
25117,A990268
25118,A929811
25121,A929814
25122,A929815
25123,A929816
25123,A970133
25124,A929817
25124,A944681
25124,A972281
25125,A929818
25126,A929819
25127,A929820
25128,A929821
25129,A929822
25129,A933551
25129,A937499
25129,A978581
25130,A929823
25130,A981460
25131,A929824
25131,A925956
25131,A978361
25132,A929825
25134,A929827
25137,A929830
25137,A924120
25138,A929831
25139,A929832
25140,A929833
25140,A953690
25140,A990384
25141,A929834
25144,A929837
25144,A928607
25146,A929839
25146,A974813
25148,A929841
25148,A938437
25148,A933072
25148,A951868
25148,A957839
25149,A929842
25149,A970143
25149,A995668
25150,A929843
25150,A960410
25150,A925845
25151,A929844
25151,A934663
25151,A919745
25152,A929845
25152,A939048
25155,A929848
25158,A929851
25158,A968432
25159,A929852
25159,A912317
25161,A929854
25162,A929855
25163,A929856
25167,A929860
25167,A905454
25168,A929861
25170,A929863
25170,A943245
25170,A923332
25170,A968149
25172,A929865
25172,A994748
25172,A997098
25172,A941853
25172,A973660
25173,A929866
25176,A929869
25176,A989369
25179,A929872
25179,A978490
25179,A915014
25179,A924580
25179,A988535
25180,A929873
25185,A929878
25186,A929879
25189,A929882
25189,A983822
25190,A929883
25191,A929884
25192,A929885
25193,A929886
25195,A929888
25198,A929891
25198,A961453
25199,A929892
25201,A929894
25201,A933526
25201,A961824
25202,A929895
25202,A914371
25203,A929896
25203,A977680
25204,A929897
25204,A955795
25204,A963692
25205,A929898
25205,A977197
25205,A929777
25206,A929899
25208,A929901
25208,A949553
25209,A929902
25209,A989934
25210,A929903
25210,A933188
25210,A921943
25210,A921942
25211,A929904
25211,A952221
25214,A929907
25214,A961868
25214,A979428
25214,A992693
25214,A944853
25217,A929910
25217,A977231
25218,A929911
25219,A929912
25219,A951010
25220,A929913
25222,A929915
25223,A929916
25224,A929917
25224,A952914
25225,A929918
25225,A985881
25228,A929921
25230,A929923
25230,A951512
25235,A929928
25236,A929929
25236,A971018
25238,A929931
25240,A929933
25241,A929934
25241,A915340
25241,A948278
25243,A929936
25246,A929939
25246,A986333
25247,A929940
25247,A970206
25249,A929942
25249,A943558
25249,A962800
25250,A929943
25253,A929946
25255,A929948
25255,A942304
25255,A980251
25257,A929950
25258,A929951
25259,A929952
25259,A907641
25259,A946760
25260,A929953
25261,A929954
25261,A925444
25262,A929955
25263,A929956
25266,A929959
25266,A982700
25267,A929960
25267,A994413
25267,A967713
25267,A911773
25268,A929961
25269,A929962
25270,A929963
25270,A953552
25273,A929966
25275,A929968
25277,A929970
25279,A929972
25280,A929973
25281,A929974
25285,A929978
25285,A925104
25285,A975636
25286,A929979
25287,A929980
25287,A988645
25288,A929981
25289,A929982
25295,A929988
25295,A955963
25296,A929989
25297,A929990
25297,A935443
25297,A969174
25298,A929991
25299,A929992
25300,A929993
25300,A943509
25300,A990960
25300,A964040
25300,A929390
25300,A967976
25301,A929994
25302,A929995
25304,A929997
25304,A955693
25304,A958508
25305,A929998
25309,A930002
25309,A979552
25309,A967938
25310,A930003
25311,A930004
25311,A932281
25311,A940806
25313,A930006
25316,A930009
25316,A922105
25316,A920842
25317,A930010
25317,A951774
25318,A930011
25319,A930012
25319,A962622
25319,A969936
25320,A930013
25320,A915662
25320,A974960
25322,A930015
25322,A980682
25323,A930016
25323,A946622
25325,A930018
25326,A930019
